id,ACTIONS_CRM_CONTACTS_sum,ACTIONS_CRM_COMPANIES_sum,ACTIONS_CRM_DEALS_sum,ACTIONS_EMAIL_sum,USERS_CRM_CONTACTS_sum,USERS_CRM_COMPANIES_sum,USERS_CRM_DEALS_sum,USERS_EMAIL_sum,WHEN_TIMESTAMP_nunique,WHEN_TIMESTAMP_min,WHEN_TIMESTAMP_max,activity_span_days,recency_days,total_actions,ALEXA_RANK,EMPLOYEE_RANGE,INDUSTRY,is_customer
1,14845,1889,5253,70,349,225,266,20,70,2019-01-07,2020-07-27,567,0,22057,2610402.0,2 to 5,RENEWABLES_ENVIRONMENT,1
2,4970,798,790,247,141,63,74,35,73,2019-01-07,2020-07-27,567,0,6805,5516811.0,2 to 5,SaaS,1
3,43467,8219,18797,498,1227,787,737,108,74,2019-01-07,2020-07-27,567,0,70981,7826.0,26 to 50,E_LEARNING,1
4,54329,77,867,0,576,35,192,0,72,2019-01-07,2020-07-20,560,7,55273,16000001.0,2 to 5,,1
5,5172,1450,3551,70,385,176,296,27,72,2019-01-07,2020-07-27,567,0,10243,16000001.0,6 to 10,,1
6,4139,0,140,0,84,0,15,0,19,2020-03-23,2020-07-27,126,0,4279,16000001.0,6 to 10,INSURANCE,1
7,3005,869,1048,0,160,90,121,0,66,2019-01-28,2020-07-06,525,21,4922,16000001.0,26 to 50,"Computers, Networking, Software, Technol",1
8,745,517,1776,1,51,42,82,1,12,2020-04-20,2020-07-27,98,0,3039,3317099.0,11 to 25,LEISURE_TRAVEL_TOURISM,1
9,631,98,299,31,50,27,36,12,28,2019-11-25,2020-07-27,245,0,1059,729606.0,6 to 10,COMPUTER_SOFTWARE,1
10,10,0,0,0,5,0,0,0,11,2019-08-12,2019-12-09,119,231,10,302735.0,201 to 1000,Consulting/Advisory,1
11,0,0,0,0,0,0,0,0,8,2020-02-24,2020-07-20,147,7,0,8095413.0,6 to 10,,1
12,77,7,12,0,6,1,3,0,7,2020-05-25,2020-07-20,56,7,96,1971714.0,6 to 10,COMPUTER_SOFTWARE,1
13,14859,29964,3647,0,293,388,345,0,45,2019-07-08,2020-07-27,385,0,48470,63461.0,51 to 200,MARKETING_AND_ADVERTISING,1
14,1232,4,225,0,27,1,13,0,5,2020-06-29,2020-07-27,28,0,1461,16000001.0,11 to 25,,1
15,4400,2502,925,114,283,221,150,20,62,2019-03-18,2020-07-27,497,0,7941,10494768.0,6 to 10,INFORMATION_TECHNOLOGY_AND_SERVICES,1
16,0,0,0,0,0,0,0,0,6,2019-11-25,2020-03-09,105,140,0,16000001.0,,,1
17,5777,2929,4653,0,255,221,297,0,66,2019-01-21,2020-07-27,553,0,13359,690666.0,6 to 10,,1
18,260,283,142,6,26,15,14,4,10,2020-04-20,2020-07-20,91,7,691,8808761.0,6 to 10,,1
19,62557,1,96,193,1791,1,20,72,71,2019-01-07,2020-07-27,567,0,62847,4399993.0,51 to 200,,1
20,224,94,12,0,31,18,4,0,52,2019-01-07,2020-07-13,553,14,330,10390859.0,2 to 5,,1
21,154,1,7,21,42,1,2,12,34,2019-09-23,2020-07-20,301,7,183,3906451.0,6 to 10,REAL_ESTATE,1
22,112,0,24,1,11,0,8,1,28,2019-08-19,2020-07-27,343,0,137,3337894.0,26 to 50,WINE_AND_SPIRITS,1
23,163,140,87,5,9,5,5,4,11,2020-03-23,2020-07-27,126,0,395,7315915.0,2 to 5,,1
24,995,421,811,25,77,34,47,8,42,2019-08-26,2020-07-27,336,0,2252,1099982.0,6 to 10,,1
25,934,158,1292,19,103,45,109,4,73,2019-01-07,2020-07-27,567,0,2403,16000001.0,11 to 25,,1
26,981,402,294,0,23,23,20,0,70,2019-01-07,2020-07-13,553,14,1677,235658.0,11 to 25,,1
27,1084,2757,236,65,39,49,33,16,18,2020-03-09,2020-07-27,140,0,4142,483736.0,6 to 10,,1
28,1000,4,540,0,78,3,86,0,67,2019-01-14,2020-07-27,560,0,1544,478230.0,2 to 5,,1
29,8135,535,10636,657,257,17,253,85,41,2019-08-05,2020-07-27,357,0,19963,2326613.0,2 to 5,,1
30,393,826,540,0,117,130,134,0,72,2019-01-07,2020-07-27,567,0,1759,1036265.0,1001 to 10000,,1
32,4408,6,2046,18,149,2,74,7,69,2019-01-07,2020-07-27,567,0,6478,1256632.0,6 to 10,Technology - Software,1
33,542,410,1603,0,82,75,154,0,43,2019-04-08,2020-07-27,476,0,2555,840453.0,26 to 50,MANAGEMENT_CONSULTING,1
34,117110,10233,5840,3185,2459,1078,945,234,73,2019-01-07,2020-07-27,567,0,136368,356092.0,201 to 1000,REAL_ESTATE,1
35,213,0,329,10,38,0,47,3,43,2019-08-19,2020-07-27,343,0,552,16000001.0,6 to 10,,1
36,17139,811,9433,2,233,50,243,1,42,2019-08-19,2020-07-27,343,0,27385,16000001.0,6 to 10,,1
37,36,1,1,0,3,1,1,0,9,2020-05-18,2020-07-27,70,0,38,16000001.0,6 to 10,,1
38,376,41,9,56,55,14,1,21,52,2019-05-27,2020-07-27,427,0,482,16000001.0,11 to 25,MARKETING_AND_ADVERTISING,1
39,231361,23,275,364,704,18,113,70,64,2019-01-07,2020-07-27,567,0,232023,2392953.0,201 to 1000,FINANCIAL_SERVICES,1
40,1564,370,164,118,143,34,23,42,55,2019-04-15,2020-07-27,469,0,2216,691248.0,2 to 5,,1
41,1080,0,585,142,33,0,26,14,15,2020-02-17,2020-07-27,161,0,1807,3423341.0,6 to 10,,1
42,3211,33,0,0,128,10,0,0,73,2019-01-07,2020-07-27,567,0,3244,16000001.0,6 to 10,,1
43,125,85,265,0,11,8,11,0,41,2019-03-11,2020-04-06,392,112,475,3998334.0,6 to 10,,1
44,268,81,503,18,47,18,35,9,20,2020-01-27,2020-07-27,182,0,870,150037.0,26 to 50,ENVIRONMENTAL_SERVICES,1
45,3824,2077,5437,0,108,100,117,0,37,2019-10-07,2020-07-27,294,0,11338,16000001.0,6 to 10,,1
46,2934,916,59,73,115,47,14,10,39,2019-09-23,2020-07-27,308,0,3982,16000001.0,201 to 1000,Software,1
47,0,12,7,0,0,2,2,0,17,2019-03-11,2020-06-22,469,35,19,7439329.0,6 to 10,,1
48,8,0,0,0,2,0,0,0,7,2020-05-04,2020-07-20,77,7,8,16000001.0,11 to 25,,1
49,725,309,1162,0,58,30,53,0,14,2020-03-23,2020-07-27,126,0,2196,16000001.0,11 to 25,,1
50,31809,273,27094,362,410,68,367,44,60,2019-02-11,2020-07-20,525,7,59538,479245.0,2 to 5,,1
51,3215,10200,2138,3,247,346,233,3,34,2019-10-07,2020-07-27,294,0,15556,2574894.0,11 to 25,,1
52,28736,11919,5699,257,505,330,354,57,66,2019-01-14,2020-07-27,560,0,46611,1119477.0,6 to 10,,1
53,1419,172,394,76,86,41,65,8,56,2019-01-07,2020-07-27,567,0,2061,16000001.0,6 to 10,,1
54,1066,733,3175,0,139,116,413,0,65,2019-01-07,2020-07-27,567,0,4974,16000001.0,26 to 50,,1
55,3946,331,11603,636,407,129,582,121,69,2019-01-14,2020-07-27,560,0,16516,16000001.0,2 to 5,,1
56,1247,1344,2173,128,185,134,158,39,67,2019-01-07,2020-07-27,567,0,4892,4576231.0,11 to 25,,1
57,2862,950,75,0,62,40,17,0,11,2020-04-27,2020-07-27,91,0,3887,762343.0,26 to 50,,1
58,13601,1667,12382,66,438,173,501,20,50,2019-06-10,2020-07-27,413,0,27716,2460378.0,6 to 10,,1
59,29,17,95,0,8,4,9,0,7,2020-06-01,2020-07-27,56,0,141,991346.0,26 to 50,INFORMATION_TECHNOLOGY_AND_SERVICES,1
60,5513,356,628,106,148,46,40,19,25,2020-01-27,2020-07-27,182,0,6603,1914733.0,26 to 50,,1
61,5746,168,4335,367,232,61,195,34,67,2019-01-07,2020-07-27,567,0,10616,16000001.0,2 to 5,,1
62,193,47,183,0,25,14,24,0,14,2020-03-30,2020-07-27,119,0,423,788355.0,201 to 1000,Technology - Software,1
63,38,257,208,13,9,10,14,1,6,2020-06-15,2020-07-20,35,7,516,3119979.0,11 to 25,COMPUTER_SOFTWARE,1
64,4763,1243,988,119,123,62,70,23,67,2019-01-07,2020-07-27,567,0,7113,987139.0,2 to 5,COMPUTER_SOFTWARE,1
65,12955,21,75796,502,1262,10,2492,87,66,2019-01-07,2020-07-27,567,0,89274,16000001.0,201 to 1000,NON_PROFIT_ORGANIZATION_MANAGEMENT,1
66,98,0,160,0,19,0,17,0,24,2019-11-04,2020-05-25,203,63,258,48932.0,201 to 1000,EDUCATION_MANAGEMENT,1
67,10020,928,5554,38,243,161,285,16,63,2019-01-21,2020-07-27,553,0,16540,2432901.0,26 to 50,Technology - Software,1
68,52216,9237,10610,498,788,471,709,103,73,2019-01-07,2020-07-27,567,0,72561,1343588.0,51 to 200,,1
69,27714,5560,4691,291,664,442,497,61,67,2019-03-11,2020-07-27,504,0,38256,1482175.0,26 to 50,,1
70,271,530,554,1,45,55,52,1,51,2019-04-22,2020-07-27,462,0,1356,998871.0,2 to 5,,1
71,8802,5556,2128,30,143,139,134,14,39,2019-05-06,2020-07-27,448,0,16516,1128365.0,26 to 50,MARKETING_AND_ADVERTISING,1
72,1543,16,4,147,202,9,2,28,60,2019-04-01,2020-07-27,483,0,1710,16000001.0,201 to 1000,,1
73,6829,1594,3670,205,377,305,419,43,57,2019-03-25,2020-07-27,490,0,12298,1978893.0,26 to 50,COMPUTER_SOFTWARE,1
74,4845,0,2905,291,156,0,95,16,14,2020-03-30,2020-07-27,119,0,8041,175324.0,201 to 1000,HIGHER_EDUCATION,1
75,14265,2241,6822,4,167,80,104,2,64,2019-02-18,2020-07-27,525,0,23332,16000001.0,2 to 5,Business Consulting,1
76,2467,544,627,4,50,23,16,4,46,2019-07-29,2020-07-27,364,0,3642,3644312.0,51 to 200,COMPUTER_SOFTWARE,1
77,224,478,52,0,30,17,7,0,25,2019-06-17,2020-02-03,231,175,754,16000001.0,2 to 5,,1
78,864,493,0,0,81,63,0,0,46,2019-05-13,2020-07-27,441,0,1357,16000001.0,6 to 10,,1
79,12561,3944,1367,122,227,196,189,17,60,2019-01-28,2020-07-27,546,0,17994,3822357.0,26 to 50,Consulting/Advisory,1
80,3980,1625,233,7,53,29,13,3,39,2019-03-11,2020-01-20,315,189,5845,16000001.0,6 to 10,FINANCIAL_SERVICES,1
81,226,5,39,68,50,3,12,26,45,2019-08-12,2020-07-20,343,7,338,681880.0,6 to 10,,1
82,96266,2,11537,76,833,2,418,42,52,2019-05-20,2020-07-27,434,0,107881,598275.0,11 to 25,,1
83,230,6,547,0,22,3,22,0,8,2020-05-04,2020-07-27,84,0,783,16000001.0,6 to 10,,1
84,7,0,0,0,3,0,0,0,4,2020-07-06,2020-07-27,21,0,7,3206801.0,26 to 50,COMPUTER_SOFTWARE,1
85,57225,57077,14505,1515,2434,3167,1813,281,70,2019-01-07,2020-07-27,567,0,130322,917585.0,201 to 1000,,1
86,171,29,137,2,34,13,9,1,27,2019-12-09,2020-07-27,231,0,339,3140042.0,26 to 50,,1
87,1688,223,50,2,88,27,25,2,35,2019-03-11,2020-07-13,490,14,1963,16000001.0,6 to 10,,1
88,14475,10192,2340,53,290,234,231,26,69,2019-01-21,2020-07-27,553,0,27060,84533.0,51 to 200,INFORMATION_TECHNOLOGY_AND_SERVICES,1
89,515,961,723,4,161,176,128,3,68,2019-01-07,2020-07-27,567,0,2203,1074858.0,6 to 10,,1
90,651,71,551,8,85,9,46,4,24,2019-09-16,2020-07-13,301,14,1281,16000001.0,6 to 10,,1
91,2832,137,3122,26,119,32,111,8,55,2019-03-11,2020-06-22,469,35,6117,16000001.0,26 to 50,OIL_ENERGY,1
92,67815,748,5199,120,276,34,199,27,24,2020-01-20,2020-07-27,189,0,73882,347938.0,51 to 200,,1
93,1021,364,105,24,65,48,21,8,58,2019-01-07,2020-07-27,567,0,1514,16000001.0,11 to 25,,1
94,52,63,14,3,8,11,3,1,27,2019-04-01,2020-07-13,469,14,132,3275506.0,11 to 25,,1
95,822,92,130,3,31,21,23,1,14,2019-10-21,2020-07-27,280,0,1047,5689841.0,51 to 200,OIL_ENERGY,1
96,23,6,3,0,1,2,1,0,3,2020-07-06,2020-07-27,21,0,32,4206971.0,201 to 1000,,1
97,127,19,6,0,11,5,4,0,5,2020-06-22,2020-07-27,35,0,152,3824200.0,11 to 25,,1
98,1859,10,936,31,54,3,35,18,34,2019-10-21,2020-07-27,280,0,2836,18612.0,1001 to 10000,,1
99,43,0,0,0,9,0,0,0,34,2019-07-22,2020-07-27,371,0,43,980469.0,201 to 1000,,1
100,1747,385,1819,0,146,74,119,0,63,2019-01-21,2020-07-27,553,0,3951,7709555.0,11 to 25,,1
101,5,2,2,0,2,1,1,0,3,2020-06-29,2020-07-27,28,0,9,16000001.0,6 to 10,,1
102,1135,1383,147,28,88,105,32,14,53,2019-05-27,2020-07-27,427,0,2693,2422148.0,6 to 10,,1
103,2301,1712,3903,58,289,195,258,25,72,2019-01-07,2020-07-27,567,0,7974,3183942.0,11 to 25,,1
104,1752,1257,3717,0,45,43,45,0,34,2019-01-07,2020-03-30,448,119,6726,7838618.0,6 to 10,,1
105,19571,6378,3156,0,145,117,115,0,36,2019-10-07,2020-07-27,294,0,29105,16000001.0,26 to 50,COMPUTER_SOFTWARE,1
106,5573,2850,652,49,161,99,102,15,27,2019-12-16,2020-07-20,217,7,9124,1704304.0,11 to 25,MEDICAL_DEVICES,1
107,4126,580,869,47,299,154,129,7,70,2019-01-07,2020-07-27,567,0,5622,16000001.0,26 to 50,COMPUTER_SOFTWARE,1
108,52,51,1,0,4,3,1,0,4,2020-03-16,2020-04-13,28,105,104,16000001.0,11 to 25,,1
109,3503,12,0,620,264,9,0,68,66,2019-01-07,2020-07-27,567,0,4135,2066256.0,11 to 25,COMPUTER_SOFTWARE,1
110,464,6,168,481,68,3,33,19,27,2019-12-16,2020-07-27,224,0,1119,328320.0,26 to 50,UTILITIES,1
111,4741,153,1550,128,188,49,128,17,46,2019-06-17,2020-07-27,406,0,6572,16000001.0,6 to 10,RENEWABLES_ENVIRONMENT,1
112,264,181,53,0,11,11,6,0,4,2020-06-29,2020-07-27,28,0,498,2690923.0,51 to 200,STAFFING_AND_RECRUITING,1
113,570,47,565,267,34,11,38,23,24,2020-01-20,2020-07-27,189,0,1449,5591136.0,2 to 5,,1
114,2356,129,235,59,90,26,43,22,43,2019-07-22,2020-07-27,371,0,2779,16000001.0,6 to 10,,1
115,21965,4042,18948,400,835,354,508,77,56,2019-04-29,2020-07-27,455,0,45355,5051642.0,2 to 5,,1
116,1053,440,33,0,52,36,16,0,37,2019-01-14,2020-07-20,553,7,1526,2151767.0,6 to 10,,1
117,0,0,0,0,0,0,0,0,5,2019-07-29,2020-06-22,329,35,0,16000001.0,1,,1
118,65199,8855,21252,742,990,665,729,159,68,2019-01-07,2020-07-27,567,0,96048,60502.0,1001 to 10000,HIGHER_EDUCATION,1
119,228450,24,259,48,2941,18,68,13,22,2020-02-03,2020-07-27,175,0,228781,1740005.0,201 to 1000,RETAIL,1
120,4065,45,2026,209,96,6,81,28,34,2019-09-30,2020-07-20,294,7,6345,2371291.0,6 to 10,,1
121,160,11,1,63,17,2,1,6,7,2020-06-15,2020-07-27,42,0,235,6628845.0,201 to 1000,,1
122,2643,185,47,0,73,38,9,0,63,2019-04-29,2020-07-27,455,0,2875,297592.0,51 to 200,Technology - Software,1
123,1822,45,74,415,148,5,8,69,72,2019-01-07,2020-07-27,567,0,2356,163030.0,11 to 25,,1
124,6435,4006,4314,10,321,232,386,6,55,2019-04-08,2020-07-27,476,0,14765,16000001.0,51 to 200,COMPUTER_NETWORK_SECURITY,1
125,1218,1218,4820,0,120,105,332,0,61,2019-02-25,2020-07-20,511,7,7256,783825.0,201 to 1000,MARKETING_AND_ADVERTISING,1
126,8574,728,64,94,149,51,22,38,61,2019-01-07,2020-07-27,567,0,9460,3575321.0,201 to 1000,CONSUMER_SERVICES,1
127,7585,1339,5259,690,349,248,233,150,69,2019-01-07,2020-07-27,567,0,14873,6601681.0,2 to 5,,1
128,927,1921,267,179,115,74,36,33,63,2019-03-11,2020-07-27,504,0,3294,1787604.0,2 to 5,Recruiting/Staffing,1
129,899,101,590,0,46,18,50,0,24,2019-11-18,2020-07-27,252,0,1590,16000001.0,26 to 50,,1
130,80,7,0,0,10,2,0,0,6,2020-06-22,2020-07-27,35,0,87,16000001.0,26 to 50,,1
131,3262,0,444,224,158,0,38,58,39,2019-10-07,2020-07-27,294,0,3930,132629.0,11 to 25,,1
132,624,5292,1550,26,259,923,301,15,65,2019-01-07,2020-07-27,567,0,7492,1128244.0,26 to 50,,1
133,4770,70,8,897,238,38,6,104,70,2019-01-07,2020-07-27,567,0,5745,1129986.0,201 to 1000,Technology - Software,1
134,225,2,117,92,36,2,11,23,21,2020-02-03,2020-07-20,168,7,436,7270685.0,2 to 5,HEALTH_WELLNESS_AND_FITNESS,1
135,1828,5837,1249,0,172,207,114,0,51,2019-01-07,2020-07-27,567,0,8914,16000001.0,6 to 10,COMPUTER_SOFTWARE,1
136,4675,529,857,409,237,102,97,37,71,2019-01-07,2020-07-27,567,0,6470,9388656.0,26 to 50,INDUSTRIAL_AUTOMATION,1
137,394,11,64,0,36,7,9,0,59,2019-04-01,2020-07-27,483,0,469,6035023.0,2 to 5,,1
138,347,76,36,1,40,22,17,1,56,2019-01-07,2020-07-13,553,14,460,16000001.0,2 to 5,,1
139,2183,762,420,0,48,32,31,0,46,2019-06-24,2020-07-27,399,0,3365,1672945.0,6 to 10,FOOD_BEVERAGES,1
140,1695,5358,1278,93,129,141,114,2,40,2019-09-16,2020-07-27,315,0,8424,16000001.0,2 to 5,,1
141,21459,21647,6653,281,867,834,607,58,67,2019-01-07,2020-07-27,567,0,50040,1411013.0,26 to 50,COMPUTER_SOFTWARE,1
142,1198,96,23,0,71,16,4,0,70,2019-01-07,2020-07-27,567,0,1317,16000001.0,6 to 10,,1
143,133,38,789,0,39,23,75,0,47,2019-07-08,2020-07-27,385,0,960,5103407.0,2 to 5,,1
144,17,8,2,2,5,3,1,1,18,2019-02-25,2020-01-27,336,182,29,2754845.0,6 to 10,,1
145,870,498,487,8,112,89,81,4,47,2019-07-15,2020-07-27,378,0,1863,7728600.0,6 to 10,,1
146,23920,0,2414,720,638,0,225,86,69,2019-01-07,2020-07-27,567,0,27054,16000001.0,201 to 1000,,1
147,6069,2935,3461,108,298,272,341,43,64,2019-01-14,2020-07-27,560,0,12573,16000001.0,51 to 200,,1
148,62277,2485,129504,2173,2129,467,1995,330,65,2019-01-28,2020-07-27,546,0,196439,275952.0,51 to 200,,1
149,28,1,5,0,9,1,2,0,13,2019-09-30,2020-06-15,259,42,34,2183694.0,2 to 5,,1
150,49,4,24,2,10,3,4,2,7,2020-06-08,2020-07-27,49,0,79,16000001.0,2 to 5,,1
151,263,7,107,7,61,4,15,2,47,2019-07-29,2020-07-27,364,0,384,2192188.0,1001 to 10000,,1
152,606,85,28,111,86,19,8,16,47,2019-03-04,2020-05-18,441,70,830,3462302.0,11 to 25,,1
153,20,0,15,0,9,0,5,0,13,2019-09-16,2020-06-08,266,49,35,16000001.0,,,1
154,1710,5,124,48,69,2,14,12,58,2019-01-07,2020-06-29,539,28,1887,16000001.0,6 to 10,,1
155,421,4,124,0,22,4,16,0,49,2019-05-27,2020-07-27,427,0,549,16000001.0,6 to 10,,1
156,114,7,276,66,15,3,18,7,28,2019-12-23,2020-07-27,217,0,463,264931.0,26 to 50,,1
157,17823,23,94,5,513,14,32,4,65,2019-01-07,2020-07-27,567,0,17945,16000001.0,11 to 25,,1
158,3581,1108,1133,42,133,52,75,10,51,2019-07-01,2020-07-27,392,0,5864,2134028.0,6 to 10,,1
159,115,42,161,0,26,12,19,0,34,2019-07-22,2020-07-27,371,0,318,16000001.0,2 to 5,,1
160,3,1,2,0,1,1,1,0,1,2020-07-27,2020-07-27,0,0,6,16000001.0,6 to 10,,1
161,354,14,6,1,14,5,2,1,32,2019-10-21,2020-07-20,273,7,375,16000001.0,2 to 5,,1
162,208,41,1480,0,43,22,78,0,74,2019-01-07,2020-07-27,567,0,1729,5483471.0,2 to 5,,1
163,104,0,0,55,25,0,0,9,49,2019-06-03,2020-07-27,420,0,159,16000001.0,51 to 200,MECHANICAL_OR_INDUSTRIAL_ENGINEERING,1
164,17304,1739,2129,9,262,140,233,5,38,2019-08-19,2020-07-27,343,0,21181,996662.0,11 to 25,,1
165,1181,1628,2314,0,98,92,146,0,67,2019-01-07,2020-07-27,567,0,5123,3885851.0,6 to 10,,1
166,387,26,4,6,44,13,3,3,17,2020-03-02,2020-07-27,147,0,423,4404321.0,51 to 200,,1
167,13718,31643,10914,148,1024,1032,863,59,68,2019-01-07,2020-07-20,560,7,56423,16000001.0,201 to 1000,,1
168,10,4,0,0,2,2,0,0,18,2019-08-26,2020-04-13,231,105,14,7609071.0,6 to 10,,1
169,2194,987,2625,37,75,25,198,6,66,2019-02-04,2020-07-27,539,0,5843,517059.0,26 to 50,,1
170,43690,1445,36350,150,1088,400,724,53,68,2019-01-14,2020-07-27,560,0,81635,188858.0,11 to 25,,1
171,0,0,0,0,0,0,0,0,3,2020-06-29,2020-07-27,28,0,0,5881087.0,6 to 10,,1
172,0,0,0,0,0,0,0,0,1,2020-07-06,2020-07-06,0,21,0,5977223.0,51 to 200,COMPUTER_SOFTWARE,1
173,2425,3689,141,63,163,155,20,10,22,2019-04-01,2020-07-27,483,0,6318,2796222.0,26 to 50,,1
174,16964,5230,8360,372,614,429,331,63,69,2019-01-07,2020-07-27,567,0,30926,273063.0,26 to 50,Technology - Software,1
175,62,2,1,56,17,2,1,16,15,2020-01-06,2020-07-20,196,7,121,129484.0,51 to 200,Banking/Financial Services,1
176,397,172,1218,4,32,27,53,3,9,2020-05-18,2020-07-27,70,0,1791,1408200.0,11 to 25,,1
177,753,0,99,674,108,0,13,88,67,2019-01-07,2020-07-27,567,0,1526,243892.0,201 to 1000,,1
178,217,191,2245,4,62,52,227,3,69,2019-01-14,2020-07-20,553,7,2657,3662990.0,51 to 200,MARKETING_AND_ADVERTISING,1
179,144,0,46,0,10,0,8,0,28,2019-01-07,2020-01-06,364,203,190,34064.0,6 to 10,ACCOUNTING,1
180,3475,13,0,454,353,11,0,57,62,2019-01-21,2020-07-27,553,0,3942,513962.0,51 to 200,,1
181,111,43,109,0,16,12,11,0,7,2020-06-08,2020-07-27,49,0,263,2163685.0,11 to 25,DESIGN,1
182,601,102,2001,64,47,24,47,8,50,2019-07-01,2020-07-27,392,0,2768,16000001.0,2 to 5,,1
183,1899,75,32,391,130,11,5,39,63,2019-01-07,2020-07-27,567,0,2397,2008009.0,"10,001 or more",BUILDING_MATERIALS,1
184,1910,1713,1083,39,40,39,26,10,12,2020-05-11,2020-07-27,77,0,4745,3688046.0,2 to 5,,1
185,94,11,5,0,12,5,2,0,9,2020-05-11,2020-07-20,70,7,110,6426139.0,11 to 25,,1
186,3616,10,139,0,116,7,38,0,64,2019-01-07,2020-07-27,567,0,3765,16000001.0,2 to 5,,1
187,64610,47570,250,373,845,657,105,65,68,2019-01-07,2020-07-27,567,0,112803,442523.0,26 to 50,Technology - Software,1
188,74,7,78,8,14,3,16,2,64,2019-01-07,2020-07-27,567,0,167,16000001.0,6 to 10,,1
189,631,202,283,16,38,15,13,9,19,2020-01-13,2020-07-27,196,0,1132,3074552.0,26 to 50,COMPUTER_SOFTWARE,1
190,1,0,0,0,1,0,0,0,19,2020-01-06,2020-07-27,203,0,1,4272011.0,6 to 10,,1
191,4746,1660,2587,199,297,170,195,42,68,2019-01-07,2020-07-27,567,0,9192,16000001.0,6 to 10,,1
192,31,5,37,0,17,2,10,0,47,2019-04-01,2020-07-27,483,0,73,5481214.0,6 to 10,,1
193,3432,415,502,419,276,101,109,74,72,2019-01-07,2020-07-27,567,0,4768,3345997.0,26 to 50,,1
194,419,246,716,0,72,55,66,0,25,2019-12-09,2020-07-27,231,0,1381,2199010.0,11 to 25,,1
195,1405,737,210,14,108,75,46,9,51,2019-01-07,2020-03-09,427,140,2366,10418298.0,6 to 10,,1
196,71,9,500,8,22,7,29,3,22,2019-12-30,2020-07-27,210,0,588,587748.0,6 to 10,,1
197,278,21,98,1,48,8,16,1,65,2019-01-07,2020-07-27,567,0,398,16000001.0,2 to 5,,1
198,1419,82,147,0,18,16,13,0,7,2020-06-08,2020-07-27,49,0,1648,10202856.0,2 to 5,,1
199,5438,24,125,2464,559,22,37,527,70,2019-01-07,2020-07-27,567,0,8051,309343.0,201 to 1000,Other,1
200,5058,2690,17383,99,581,318,1186,36,55,2019-04-22,2020-07-27,462,0,25230,312348.0,201 to 1000,MARKETING_AND_ADVERTISING,1
202,0,0,0,0,0,0,0,0,1,2020-06-08,2020-06-08,0,49,0,16000001.0,,,0
203,1045,360,3,2,17,11,2,1,23,2019-01-07,2020-04-27,476,91,1410,3093631.0,6 to 10,COMPUTER_SOFTWARE,0
204,108,0,165,1,11,0,15,1,8,2020-05-04,2020-06-22,49,35,274,16000001.0,2 to 5,,0
205,0,0,0,2,0,0,0,1,4,2019-11-25,2020-03-23,119,126,2,7974995.0,,RESTAURANTS,0
206,0,0,0,0,0,0,0,0,2,2019-05-20,2019-05-27,7,427,0,449484.0,2 to 5,COMPUTER_SOFTWARE,0
207,0,0,0,0,0,0,0,0,2,2019-06-10,2019-09-30,112,301,0,3820576.0,6 to 10,,0
211,0,0,0,0,0,0,0,0,1,2019-12-30,2019-12-30,0,210,0,16000001.0,11 to 25,,0
214,3,0,3,0,3,0,2,0,27,2020-01-20,2020-07-27,189,0,6,810442.0,51 to 200,ENTERTAINMENT,0
215,0,0,0,0,0,0,0,0,4,2019-02-11,2019-07-08,147,385,0,187951.0,51 to 200,REAL_ESTATE,0
216,1750,2,0,44,50,2,0,25,37,2019-10-14,2020-07-27,287,0,1796,2000208.0,11 to 25,,0
217,19,40,0,0,2,3,0,0,2,2019-10-07,2019-10-14,7,287,59,16000001.0,6 to 10,CHEMICALS,0
218,5,3,0,0,2,1,0,0,2,2020-02-03,2020-02-17,14,161,8,16000001.0,,,0
219,389,417,59,1,63,53,17,1,38,2019-09-23,2020-07-27,308,0,866,16000001.0,26 to 50,,0
221,6,0,0,0,2,0,0,0,3,2019-12-30,2020-01-13,14,196,6,16000001.0,,,0
223,0,0,0,0,0,0,0,0,1,2019-02-18,2019-02-18,0,525,0,39592.0,201 to 1000,RETAIL,0
224,0,0,0,0,0,0,0,0,1,2019-02-04,2019-02-04,0,539,0,16000001.0,1001 to 10000,INFORMATION_TECHNOLOGY_AND_SERVICES,0
225,0,0,0,0,0,0,0,0,1,2019-02-18,2019-02-18,0,525,0,16000001.0,6 to 10,,0
227,0,0,0,0,0,0,0,0,1,2020-01-27,2020-01-27,0,182,0,16000001.0,2 to 5,,0
260,76,1,0,7,18,1,0,1,7,2020-06-08,2020-07-27,49,0,84,2059994.0,201 to 1000,,0
261,0,0,0,0,0,0,0,0,2,2020-07-13,2020-07-20,7,7,0,16000001.0,11 to 25,,0
262,0,0,0,0,0,0,0,0,1,2020-02-03,2020-02-03,0,175,0,16000001.0,2 to 5,,0
264,0,0,0,0,0,0,0,0,2,2019-11-04,2019-11-18,14,252,0,28823.0,26 to 50,CONSUMER_SERVICES,0
266,3,0,0,0,1,0,0,0,1,2019-11-18,2019-11-18,0,252,3,16000001.0,1,,0
267,0,0,0,0,0,0,0,0,3,2020-06-15,2020-07-20,35,7,0,16000001.0,2 to 5,,0
268,1,0,0,0,1,0,0,0,1,2020-04-20,2020-04-20,0,98,1,8489092.0,2 to 5,,0
275,0,0,0,0,0,0,0,0,1,2019-09-23,2019-09-23,0,308,0,16000001.0,51 to 200,RELIGIOUS_INSTITUTIONS,0
