id,ACTIONS_CRM_CONTACTS_sum,ACTIONS_CRM_COMPANIES_sum,ACTIONS_CRM_DEALS_sum,ACTIONS_EMAIL_sum,USERS_CRM_CONTACTS_sum,USERS_CRM_COMPANIES_sum,USERS_CRM_DEALS_sum,USERS_EMAIL_sum,WHEN_TIMESTAMP_nunique,WHEN_TIMESTAMP_min,WHEN_TIMESTAMP_max,activity_span_days,recency_days,total_actions,ALEXA_RANK,EMPLOYEE_RANGE,INDUSTRY,is_customer
2759,1,0,0,0,1,0,0,0,4,2019-03-25,2019-05-06,42,448,1,14107.0,1001 to 10000,HIGHER_EDUCATION,0
2760,0,0,0,0,0,0,0,0,1,2019-12-09,2019-12-09,0,231,0,16000001.0,51 to 200,,0
2761,0,0,0,0,0,0,0,0,3,2019-08-19,2019-09-02,14,329,0,16000001.0,2 to 5,,0
2763,0,0,0,5,0,0,0,2,2,2019-08-26,2019-09-02,7,329,5,16000001.0,2 to 5,MARKETING_AND_ADVERTISING,0
2764,5,2,4,0,4,1,2,0,5,2019-09-02,2020-01-13,133,196,11,16000001.0,2 to 5,,0
2767,19,0,0,1,4,0,0,1,8,2019-12-30,2020-03-02,63,147,20,16000001.0,2 to 5,,0
2769,0,0,0,0,0,0,0,0,3,2019-09-09,2019-10-28,49,273,0,41044.0,1001 to 10000,HIGHER_EDUCATION,0
2770,1342,2246,1182,0,44,40,40,0,24,2019-12-30,2020-07-27,210,0,4770,4110064.0,26 to 50,,0
2772,0,0,0,0,0,0,0,0,2,2019-09-30,2019-11-18,49,252,0,424807.0,201 to 1000,Non-Profit/Educational Institution,0
2773,0,0,0,0,0,0,0,0,2,2019-08-19,2020-02-24,189,154,0,16000001.0,1,,0
2775,11,4,0,0,2,2,0,0,3,2019-12-09,2020-07-06,210,21,15,6739821.0,6 to 10,ARCHITECTURE_PLANNING,0
2779,0,0,0,0,0,0,0,0,2,2019-01-28,2019-05-27,119,427,0,804704.0,6 to 10,,0
2780,1,0,0,0,1,0,0,0,2,2019-09-23,2019-10-07,14,294,1,1168040.0,6 to 10,WHOLESALE,0
2781,0,0,0,0,0,0,0,0,4,2019-01-21,2019-05-27,126,427,0,16000001.0,6 to 10,,0
2782,7,108,0,0,2,9,0,0,9,2019-06-24,2020-07-20,392,7,115,7428181.0,6 to 10,INTERNATIONAL_TRADE_AND_DEVELOPMENT,0
2784,0,0,0,0,0,0,0,0,2,2019-09-09,2019-10-14,35,287,0,16000001.0,2 to 5,,0
2785,0,0,0,0,0,0,0,0,1,2019-08-19,2019-08-19,0,343,0,4726617.0,26 to 50,LAW_PRACTICE,0
2786,7,8,6,0,4,2,3,0,3,2020-03-30,2020-04-27,28,91,21,16000001.0,2 to 5,,0
2787,12,0,1,0,6,0,1,0,21,2020-01-13,2020-07-20,189,7,13,2803577.0,6 to 10,,0
2790,5,0,0,0,1,0,0,0,2,2019-08-19,2020-02-17,182,161,5,16000001.0,1,,0
2796,1,0,0,0,1,0,0,0,4,2019-07-15,2020-06-01,322,56,1,16000001.0,6 to 10,COMPUTER_SOFTWARE,0
2797,50,26,65,0,6,7,6,0,5,2019-08-05,2019-09-02,28,329,141,16000001.0,2 to 5,,0
2798,0,0,0,0,0,0,0,0,2,2019-11-18,2020-05-18,182,70,0,6968662.0,2 to 5,,0
2801,0,0,0,0,0,0,0,0,4,2020-06-08,2020-07-27,49,0,0,16000001.0,2 to 5,,0
2803,9,714,248,0,4,26,22,0,21,2019-10-14,2020-07-27,287,0,971,16000001.0,11 to 25,,0
2804,0,0,0,0,0,0,0,0,2,2019-09-02,2019-09-09,7,322,0,16000001.0,11 to 25,,0
2805,0,0,0,0,0,0,0,0,1,2019-06-17,2019-06-17,0,406,0,16000001.0,51 to 200,HEALTH_WELLNESS_AND_FITNESS,0
2806,0,0,0,0,0,0,0,0,1,2019-07-29,2019-07-29,0,364,0,16000001.0,2 to 5,,0
2809,0,0,0,0,0,0,0,0,5,2019-12-02,2020-05-18,168,70,0,16000001.0,2 to 5,,0
2810,0,0,0,0,0,0,0,0,1,2019-12-02,2019-12-02,0,238,0,6828140.0,6 to 10,,0
2811,10,0,0,0,1,0,0,0,15,2019-02-18,2019-12-02,287,238,10,16000001.0,6 to 10,,0
2813,4233,108,1634,329,263,58,228,84,70,2019-01-07,2020-07-20,560,7,6304,16000001.0,26 to 50,COMPUTER_SOFTWARE,0
2814,57,15,0,0,7,3,0,0,16,2019-11-11,2020-07-27,259,0,72,16000001.0,2 to 5,,0
2817,10,0,3,3,3,0,1,3,5,2019-11-11,2020-04-27,168,91,16,427490.0,51 to 200,,0
2818,282,0,1606,0,31,0,50,0,21,2019-03-25,2019-09-09,168,322,1888,16000001.0,2 to 5,,0
2819,0,0,0,0,0,0,0,0,1,2020-03-02,2020-03-02,0,147,0,1723600.0,201 to 1000,FOOD_BEVERAGES,0
2820,2,0,0,0,1,0,0,0,1,2019-12-23,2019-12-23,0,217,2,1229849.0,51 to 200,,0
2821,6,0,0,2,4,0,0,2,9,2020-04-27,2020-07-27,91,0,8,16000001.0,11 to 25,"Building, Construction And Architecture",0
2822,0,0,0,0,0,0,0,0,3,2019-06-03,2019-12-30,210,210,0,698470.0,6 to 10,REAL_ESTATE,0
2823,0,0,0,0,0,0,0,0,1,2020-06-01,2020-06-01,0,56,0,16000001.0,6 to 10,,0
2824,0,0,0,0,0,0,0,0,1,2019-06-17,2019-06-17,0,406,0,4423622.0,26 to 50,Manufacturing,0
2825,356,286,2,0,20,21,1,0,16,2019-01-21,2020-07-27,553,0,644,10667706.0,6 to 10,,0
2826,0,0,6,0,0,0,2,0,3,2019-12-02,2020-03-23,112,126,6,3271286.0,6 to 10,,0
2827,0,0,0,0,0,0,0,0,1,2020-05-04,2020-05-04,0,84,0,16000001.0,1,,0
2829,0,0,0,0,0,0,0,0,2,2019-08-05,2019-11-04,91,266,0,16000001.0,1,,0
2830,57,0,0,0,2,0,0,0,5,2020-02-10,2020-03-23,42,126,57,16000001.0,1,,0
2831,5,0,0,0,1,0,0,0,1,2019-07-29,2019-07-29,0,364,5,16000001.0,11 to 25,,0
2832,0,0,0,0,0,0,0,0,1,2019-04-01,2019-04-01,0,483,0,16000001.0,6 to 10,COMPUTER_SOFTWARE,0
2833,1,0,0,0,1,0,0,0,1,2019-09-02,2019-09-02,0,329,1,16000001.0,1,,0
2834,230,5,1,0,15,4,1,0,12,2020-04-27,2020-07-27,91,0,236,4547312.0,2 to 5,,0
2835,7,1,1,0,2,1,1,0,15,2019-01-07,2019-09-23,259,308,9,16000001.0,2 to 5,PRINTING,0
2836,1,0,0,0,1,0,0,0,3,2020-05-11,2020-05-25,14,63,1,16000001.0,2 to 5,,0
2837,0,0,0,0,0,0,0,0,1,2020-06-01,2020-06-01,0,56,0,627737.0,51 to 200,ELECTRICAL_ELECTRONIC_MANUFACTURING,0
2840,6,0,0,0,2,0,0,0,3,2019-07-29,2020-01-27,182,182,6,16000001.0,,,0
2842,7,0,0,0,1,0,0,0,3,2019-01-14,2019-05-13,119,441,7,16000001.0,26 to 50,,0
2844,1,3,0,0,1,2,0,0,4,2020-07-06,2020-07-27,21,0,4,16000001.0,11 to 25,PRINTING,0
2848,0,0,0,0,0,0,0,0,1,2020-02-10,2020-02-10,0,168,0,1424654.0,51 to 200,REAL_ESTATE,0
2850,50,48,0,0,4,4,0,0,5,2019-10-21,2020-05-25,217,63,98,16000001.0,6 to 10,,0
2852,0,0,0,0,0,0,0,0,4,2019-07-15,2019-08-12,28,350,0,16000001.0,6 to 10,,0
2853,15,4,0,0,1,1,0,0,1,2019-10-28,2019-10-28,0,273,19,16000001.0,6 to 10,INFORMATION_TECHNOLOGY_AND_SERVICES,0
2856,0,0,0,0,0,0,0,0,1,2019-11-18,2019-11-18,0,252,0,9667444.0,6 to 10,,0
2857,1,0,0,0,1,0,0,0,1,2019-10-07,2019-10-07,0,294,1,2492.0,51 to 200,,0
2858,0,0,0,0,0,0,0,0,1,2019-04-01,2019-04-01,0,483,0,55741.0,11 to 25,,0
2859,0,0,0,0,0,0,0,0,4,2019-08-12,2019-12-09,119,231,0,16000001.0,26 to 50,,0
2860,0,0,0,0,0,0,0,0,1,2020-05-11,2020-05-11,0,77,0,16000001.0,1,,0
2861,0,0,0,0,0,0,0,0,4,2019-06-17,2020-01-13,210,196,0,334987.0,1001 to 10000,COSMETICS,0
2862,0,0,0,0,0,0,0,0,1,2019-11-04,2019-11-04,0,266,0,8547518.0,6 to 10,COMPUTER_SOFTWARE,0
2863,0,0,0,0,0,0,0,0,1,2020-02-10,2020-02-10,0,168,0,16000001.0,1,,0
2864,0,0,0,0,0,0,0,0,1,2019-01-07,2019-01-07,0,567,0,5843389.0,2 to 5,,0
2865,92,337,1,0,13,15,1,0,16,2020-04-13,2020-07-27,105,0,430,1045803.0,51 to 200,TRANSPORTATION_TRUCKING_RAILROAD,0
2866,0,0,0,0,0,0,0,0,1,2019-11-11,2019-11-11,0,259,0,16000001.0,1,,0
2867,0,0,0,0,0,0,0,0,1,2019-12-02,2019-12-02,0,238,0,248455.0,51 to 200,,0
2868,0,0,0,0,0,0,0,0,6,2019-02-18,2019-09-23,217,308,0,16000001.0,201 to 1000,,0
2869,1,3,2,0,1,1,1,0,1,2020-06-15,2020-06-15,0,42,6,16000001.0,11 to 25,,0
2871,83,92,1,0,11,10,1,0,12,2019-09-09,2020-03-16,189,133,176,16000001.0,6 to 10,,0
2872,4,0,0,0,2,0,0,0,10,2019-12-23,2020-05-25,154,63,4,16000001.0,,,0
2873,0,0,0,0,0,0,0,0,3,2020-04-06,2020-06-29,84,28,0,16000001.0,26 to 50,,0
2874,0,0,0,0,0,0,0,0,1,2020-06-01,2020-06-01,0,56,0,16000001.0,201 to 1000,OIL_ENERGY,0
2875,0,0,0,0,0,0,0,0,2,2019-06-10,2019-09-30,112,301,0,16000001.0,26 to 50,Technology - Software,0
2877,0,0,0,0,0,0,0,0,4,2019-03-04,2019-06-17,105,406,0,16000001.0,26 to 50,PRINTING,0
2879,4,0,0,0,2,0,0,0,2,2020-02-10,2020-02-17,7,161,4,7520622.0,11 to 25,,0
2880,26,22,2,0,8,6,1,0,12,2019-12-30,2020-06-08,161,49,50,2046692.0,6 to 10,COMPUTER_SOFTWARE,0
2884,0,0,0,0,0,0,0,0,1,2020-04-06,2020-04-06,0,112,0,16000001.0,,,0
2886,1,0,0,0,1,0,0,0,1,2020-02-10,2020-02-10,0,168,1,16000001.0,11 to 25,,0
2888,3,0,1,0,2,0,1,0,2,2020-04-20,2020-07-13,84,14,4,6810232.0,6 to 10,,0
2889,1,0,0,0,1,0,0,0,1,2020-04-13,2020-04-13,0,105,1,16000001.0,1,,0
2890,17,0,0,0,1,0,0,0,3,2019-02-18,2019-09-09,203,322,17,30684.0,1001 to 10000,Non-Profit/Educational Institution,0
2891,0,0,0,0,0,0,0,0,4,2019-02-18,2019-04-22,63,462,0,30684.0,1001 to 10000,Non-Profit/Educational Institution,0
2892,0,0,0,0,0,0,0,0,3,2019-05-13,2019-12-02,203,238,0,16000001.0,2 to 5,,0
2894,0,0,0,0,0,0,0,0,1,2020-05-18,2020-05-18,0,70,0,7387809.0,1,,0
2895,0,0,0,0,0,0,0,0,6,2019-12-09,2020-02-10,63,168,0,251.0,51 to 200,Business Services - General,0
2896,0,0,0,0,0,0,0,0,3,2019-04-08,2019-11-04,210,266,0,251.0,51 to 200,Business Services - General,0
2898,0,0,0,0,0,0,0,0,3,2019-06-03,2019-12-30,210,210,0,1870823.0,26 to 50,AIRLINES_AVIATION,0
2899,43,0,0,4,12,0,0,1,38,2019-05-27,2020-06-01,371,56,47,16000001.0,51 to 200,,0
2901,325,125,0,0,25,16,0,0,8,2020-06-08,2020-07-27,49,0,450,4024257.0,26 to 50,,0
2902,0,0,0,0,0,0,0,0,3,2019-01-28,2019-05-27,119,427,0,16000001.0,6 to 10,,0
2903,0,0,0,0,0,0,0,0,4,2019-07-29,2019-09-23,56,308,0,6131.0,26 to 50,,0
2904,0,0,0,0,0,0,0,0,2,2019-04-29,2019-11-18,203,252,0,6131.0,26 to 50,,0
2905,1,0,0,0,1,0,0,0,1,2020-05-18,2020-05-18,0,70,1,16000001.0,,,0
2906,8,9,2,0,1,1,1,0,1,2019-07-01,2019-07-01,0,392,19,1616753.0,6 to 10,RETAIL,0
2907,166,0,0,0,8,0,0,0,11,2020-02-03,2020-04-27,84,91,166,16000001.0,11 to 25,,0
2910,0,0,0,0,0,0,0,0,4,2019-01-21,2019-09-09,231,322,0,2142188.0,26 to 50,Marketing Services,0
2911,2731,45,1326,0,182,23,106,0,70,2019-01-21,2020-07-27,553,0,4102,6122014.0,51 to 200,,0
2912,0,0,0,0,0,0,0,0,1,2019-09-30,2019-09-30,0,301,0,1149154.0,26 to 50,,0
2914,5,3,0,0,1,1,0,0,4,2019-08-19,2020-01-20,154,189,8,16000001.0,26 to 50,,0
2916,0,0,0,0,0,0,0,0,1,2020-03-09,2020-03-09,0,140,0,497053.0,201 to 1000,Non-Profit/Educational Institution,0
2917,0,0,0,0,0,0,0,0,5,2019-08-12,2019-09-23,42,308,0,16000001.0,1,,0
2920,4,2,0,0,1,1,0,0,1,2019-02-18,2019-02-18,0,525,6,16000001.0,6 to 10,,0
2921,0,0,0,0,0,0,0,0,1,2019-05-06,2019-05-06,0,448,0,3547762.0,51 to 200,INFORMATION_TECHNOLOGY_AND_SERVICES,0
2922,90,46,76,0,10,8,9,0,26,2019-09-02,2020-05-04,245,84,212,16000001.0,51 to 200,,0
2924,78,3,5,0,7,2,2,0,14,2019-06-10,2019-11-11,154,259,86,16000001.0,51 to 200,CONSUMER_ELECTRONICS,0
2925,0,0,0,0,0,0,0,0,1,2019-03-11,2019-03-11,0,504,0,16000001.0,6 to 10,COMPUTER_SOFTWARE,0
2926,0,0,0,0,0,0,0,0,2,2019-10-14,2019-12-30,77,210,0,16000001.0,1,,0
2928,1,0,13,0,1,0,2,0,10,2019-09-16,2020-02-17,154,161,14,1457227.0,6 to 10,,0
2929,0,0,0,0,0,0,0,0,4,2020-05-11,2020-06-01,21,56,0,11951.0,2 to 5,,0
2931,0,0,0,0,0,0,0,0,1,2019-09-23,2019-09-23,0,308,0,5861796.0,,,0
2932,0,0,0,0,0,0,0,0,1,2019-09-16,2019-09-16,0,315,0,,201 to 1000,Consulting/Advisory,0
2933,0,0,0,0,0,0,0,0,1,2019-07-01,2019-07-01,0,392,0,111499.0,201 to 1000,HIGHER_EDUCATION,0
2934,0,0,0,0,0,0,0,0,2,2019-04-01,2019-04-08,7,476,0,16000001.0,2 to 5,,0
2935,0,0,0,0,0,0,0,0,2,2019-09-30,2020-03-23,175,126,0,438586.0,1001 to 10000,HIGHER_EDUCATION,0
2937,0,0,0,0,0,0,0,0,2,2020-07-06,2020-07-13,7,14,0,16000001.0,1,,0
2938,0,0,0,0,0,0,0,0,2,2019-07-29,2019-08-19,21,343,0,16000001.0,1,,0
2939,3,0,2,2,2,0,1,1,3,2019-02-25,2019-05-13,77,441,7,16000001.0,2 to 5,,0
2942,2,2,0,0,1,1,0,0,1,2019-09-23,2019-09-23,0,308,4,2918086.0,1,,0
2943,2,0,0,0,1,0,0,0,3,2019-04-15,2019-10-28,196,273,2,2163685.0,11 to 25,DESIGN,0
2945,0,0,0,0,0,0,0,0,2,2020-06-08,2020-06-15,7,42,0,268491.0,51 to 200,MARKETING_AND_ADVERTISING,0
2946,0,0,0,0,0,0,0,0,1,2019-04-15,2019-04-15,0,469,0,3022506.0,2 to 5,,0
2947,0,0,0,0,0,0,0,0,1,2020-06-29,2020-06-29,0,28,0,8056166.0,201 to 1000,,0
2948,0,0,0,0,0,0,0,0,3,2019-07-15,2020-02-03,203,175,0,16000001.0,6 to 10,,0
2952,0,0,0,0,0,0,0,0,1,2019-09-23,2019-09-23,0,308,0,16000001.0,6 to 10,,0
2955,37,14,0,0,9,6,0,0,14,2020-04-06,2020-07-27,112,0,51,16000001.0,1,,0
2956,27,74,50,7,7,3,6,5,13,2020-03-30,2020-07-20,112,7,158,16000001.0,6 to 10,,0
2957,0,0,0,0,0,0,0,0,1,2019-12-30,2019-12-30,0,210,0,2004652.0,6 to 10,,0
2959,0,0,0,0,0,0,0,0,3,2019-12-16,2019-12-30,14,210,0,95935.0,26 to 50,INFORMATION_TECHNOLOGY_AND_SERVICES,0
2960,0,0,0,0,0,0,0,0,2,2019-05-06,2019-06-10,35,413,0,16000001.0,1001 to 10000,Non-Profit/Educational Institution,0
2961,0,0,0,0,0,0,0,0,1,2019-11-18,2019-11-18,0,252,0,16000001.0,2 to 5,,0
2962,0,0,0,0,0,0,0,0,4,2020-03-09,2020-06-29,112,28,0,10611777.0,2 to 5,HIGHER_EDUCATION,0
2963,0,0,0,0,0,0,0,0,2,2019-10-28,2019-11-25,28,245,0,1307956.0,26 to 50,,0
2964,0,0,0,0,0,0,0,0,1,2020-04-06,2020-04-06,0,112,0,16000001.0,1,,0
2966,0,0,0,0,0,0,0,0,1,2020-04-13,2020-04-13,0,105,0,16000001.0,2 to 5,,0
2967,3,0,0,0,1,0,0,0,3,2020-04-13,2020-05-11,28,77,3,899569.0,6 to 10,,0
2972,0,0,0,0,0,0,0,0,1,2019-10-07,2019-10-07,0,294,0,779614.0,2 to 5,,0
2973,42,0,0,0,10,0,0,0,12,2020-05-04,2020-07-27,84,0,42,16000001.0,2 to 5,,0
2975,0,0,0,0,0,0,0,0,1,2020-04-06,2020-04-06,0,112,0,16000001.0,201 to 1000,,0
2976,0,0,0,0,0,0,0,0,2,2019-08-05,2020-02-03,182,175,0,2751590.0,51 to 200,HOSPITALITY,0
2977,0,0,0,0,0,0,0,0,5,2019-09-16,2019-10-21,35,280,0,7386372.0,6 to 10,,0
2979,0,0,0,0,0,0,0,0,1,2019-10-14,2019-10-14,0,287,0,16000001.0,2 to 5,,0
2980,0,0,0,0,0,0,0,0,2,2019-01-28,2019-06-03,126,420,0,16000001.0,6 to 10,,0
2981,0,0,0,0,0,0,0,0,2,2019-08-12,2019-10-21,70,280,0,219029.0,26 to 50,COMPUTER_SOFTWARE,0
2982,0,0,0,0,0,0,0,0,1,2019-09-23,2019-09-23,0,308,0,16000001.0,51 to 200,INDIVIDUAL_FAMILY_SERVICES,0
2983,0,0,0,0,0,0,0,0,1,2020-06-15,2020-06-15,0,42,0,2359183.0,26 to 50,,0
2985,0,0,0,0,0,0,0,0,1,2020-02-10,2020-02-10,0,168,0,16000001.0,1,,0
2986,2,0,0,0,1,0,0,0,1,2019-07-15,2019-07-15,0,378,2,872302.0,11 to 25,Technology - Software,0
2987,0,0,0,0,0,0,0,0,1,2019-09-09,2019-09-09,0,322,0,16000001.0,6 to 10,,0
2988,1,0,0,0,1,0,0,0,3,2019-02-25,2019-11-25,273,245,1,7283027.0,201 to 1000,,0
2989,0,0,0,0,0,0,0,0,6,2019-02-04,2019-09-23,231,308,0,16000001.0,51 to 200,,0
2990,0,0,0,0,0,0,0,0,6,2020-03-30,2020-05-25,56,63,0,4131974.0,201 to 1000,LEISURE_TRAVEL_TOURISM,0
2993,0,0,0,0,0,0,0,0,1,2020-05-11,2020-05-11,0,77,0,16000001.0,6 to 10,,0
2994,443,12,13,0,16,4,3,0,12,2020-01-06,2020-07-20,196,7,468,16000001.0,6 to 10,MANAGEMENT_CONSULTING,0
2995,0,0,0,0,0,0,0,0,1,2020-05-11,2020-05-11,0,77,0,16000001.0,1001 to 10000,,0
2996,0,0,0,0,0,0,0,0,1,2020-01-13,2020-01-13,0,196,0,316345.0,51 to 200,,0
3002,5,0,0,0,1,0,0,0,1,2019-11-04,2019-11-04,0,266,5,16000001.0,6 to 10,,0
3004,0,0,0,0,0,0,0,0,3,2020-01-06,2020-02-10,35,168,0,16000001.0,1001 to 10000,,0
3006,0,0,0,0,0,0,0,0,1,2020-03-23,2020-03-23,0,126,0,16000001.0,11 to 25,,0
3008,0,0,0,0,0,0,0,0,3,2019-01-14,2019-04-29,105,455,0,16000001.0,11 to 25,CONSTRUCTION,0
3009,0,0,0,0,0,0,0,0,1,2019-05-06,2019-05-06,0,448,0,5493244.0,11 to 25,Non Profit,0
3010,0,0,0,0,0,0,0,0,1,2019-04-22,2019-04-22,0,462,0,16000001.0,26 to 50,HOSPITALITY,0
3011,0,0,0,0,0,0,0,0,10,2019-04-08,2020-06-01,420,56,0,16000001.0,6 to 10,,0
3012,0,0,0,0,0,0,0,0,4,2019-11-11,2019-12-16,35,224,0,125722.0,1001 to 10000,PHARMACEUTICALS,0
3013,0,0,0,0,0,0,0,0,1,2020-07-27,2020-07-27,0,0,0,16000001.0,2 to 5,,0
3014,3,4,0,0,2,2,0,0,5,2019-04-08,2019-12-16,252,224,7,16000001.0,2 to 5,,0
3015,0,0,0,0,0,0,0,0,1,2020-07-27,2020-07-27,0,0,0,16000001.0,6 to 10,,0
3016,4,0,0,0,2,0,0,0,2,2019-10-14,2019-10-21,7,280,4,16000001.0,2 to 5,,0
3017,0,0,0,0,0,0,0,0,1,2019-06-03,2019-06-03,0,420,0,16000001.0,26 to 50,,0
3020,0,0,0,0,0,0,0,0,2,2020-03-30,2020-07-20,112,7,0,16000001.0,1,,0
3021,0,0,0,0,0,0,0,0,1,2019-10-07,2019-10-07,0,294,0,16000001.0,2 to 5,,0
3022,0,0,0,0,0,0,0,0,3,2019-07-22,2020-02-10,203,168,0,16000001.0,,,0
3023,0,0,1,0,0,0,1,0,1,2020-04-13,2020-04-13,0,105,1,16000001.0,2 to 5,,0
3024,0,0,0,0,0,0,0,0,1,2020-06-15,2020-06-15,0,42,0,16000001.0,6 to 10,ACCOUNTING,0
3025,2,1,1,0,1,1,1,0,10,2019-01-14,2020-06-15,518,42,4,16000001.0,26 to 50,,0
3026,0,0,0,0,0,0,0,0,2,2019-02-04,2019-05-06,91,448,0,136881.0,6 to 10,,0
3027,0,0,0,0,0,0,0,0,1,2020-04-27,2020-04-27,0,91,0,6595.0,51 to 200,ENTERTAINMENT,0
3028,4,0,0,0,2,0,0,0,19,2020-02-24,2020-07-27,154,0,4,16000001.0,6 to 10,PRINTING,0
3029,0,0,1,0,0,0,1,0,1,2020-06-22,2020-06-22,0,35,1,16000001.0,6 to 10,,0
3033,0,0,0,0,0,0,0,0,3,2019-02-18,2019-12-02,287,238,0,193458.0,201 to 1000,Technology - Software,0
3034,2,0,0,0,1,0,0,0,1,2020-05-18,2020-05-18,0,70,2,16000001.0,6 to 10,,0
3035,0,0,0,0,0,0,0,0,1,2019-04-15,2019-04-15,0,469,0,8316345.0,6 to 10,ACCOUNTING,0
3036,1,0,0,0,1,0,0,0,1,2019-08-19,2019-08-19,0,343,1,1482943.0,26 to 50,,0
3037,1,0,0,0,1,0,0,0,1,2019-06-10,2019-06-10,0,413,1,16000001.0,,,0
3038,0,0,0,0,0,0,0,0,1,2020-02-03,2020-02-03,0,175,0,16000001.0,6 to 10,MANAGEMENT_CONSULTING,0
3040,0,0,0,0,0,0,0,0,1,2020-02-10,2020-02-10,0,168,0,16000001.0,6 to 10,Technology - Hardware and Equipment,0
3041,2068,1802,182,0,59,56,33,0,45,2019-08-12,2020-07-27,350,0,4052,16000001.0,11 to 25,,0
3043,0,0,0,0,0,0,0,0,2,2020-05-04,2020-05-11,7,77,0,150052.0,201 to 1000,HIGHER_EDUCATION,0
3044,2,0,0,0,1,0,0,0,6,2019-06-10,2020-01-27,231,182,2,150052.0,201 to 1000,HIGHER_EDUCATION,0
3045,0,0,0,0,0,0,0,0,1,2020-04-20,2020-04-20,0,98,0,16000001.0,11 to 25,,0
3046,0,0,0,0,0,0,0,0,1,2019-03-11,2019-03-11,0,504,0,578396.0,51 to 200,MARKETING_AND_ADVERTISING,0
3050,0,0,0,0,0,0,0,0,1,2020-03-30,2020-03-30,0,119,0,16000001.0,,,0
3051,0,0,0,0,0,0,0,0,1,2019-11-18,2019-11-18,0,252,0,16000001.0,11 to 25,,0
3052,0,66,8,0,0,4,1,0,6,2019-05-13,2019-12-16,217,224,74,13042.0,1001 to 10000,LEISURE_TRAVEL_TOURISM,0
3053,0,0,0,0,0,0,0,0,1,2020-04-13,2020-04-13,0,105,0,16000001.0,6 to 10,,0
3054,1,0,0,0,1,0,0,0,1,2020-01-20,2020-01-20,0,189,1,16000001.0,2 to 5,,0
3055,0,0,0,0,0,0,0,0,1,2020-05-11,2020-05-11,0,77,0,16000001.0,1,,0
3056,187,17,0,0,17,5,0,0,22,2019-09-30,2020-07-27,301,0,204,16000001.0,1001 to 10000,,0
3057,19,0,1,1,2,0,1,1,3,2019-10-28,2019-11-18,21,252,21,16000001.0,2 to 5,,0
3058,4,0,0,0,1,0,0,0,3,2020-01-20,2020-04-27,98,91,4,16000001.0,2 to 5,PHOTOGRAPHY,0
3059,0,0,0,0,0,0,0,0,2,2020-03-30,2020-04-20,21,98,0,16000001.0,6 to 10,,0
3062,75,5,37,0,18,4,9,0,17,2019-11-11,2020-07-06,238,21,117,16000001.0,26 to 50,PUBLIC_RELATIONS_AND_COMMUNICATIONS,0
3064,0,0,0,0,0,0,0,0,1,2019-09-23,2019-09-23,0,308,0,,6 to 10,,0
3066,0,0,0,0,0,0,0,0,1,2020-04-27,2020-04-27,0,91,0,16000001.0,2 to 5,,0
3067,0,0,0,0,0,0,0,0,1,2020-05-25,2020-05-25,0,63,0,16000001.0,2 to 5,,0
3068,0,0,0,0,0,0,0,0,2,2019-03-25,2019-07-15,112,378,0,16000001.0,2 to 5,,0
3069,0,0,0,0,0,0,0,0,1,2019-09-16,2019-09-16,0,315,0,16000001.0,11 to 25,Marketing Services,0
3071,0,0,0,0,0,0,0,0,1,2019-09-16,2019-09-16,0,315,0,16000001.0,1,,0
3075,879,0,0,0,65,0,0,0,62,2019-01-14,2020-07-27,560,0,879,1589078.0,6 to 10,,0
3078,1,0,0,0,1,0,0,0,1,2020-05-18,2020-05-18,0,70,1,16000001.0,,,0
3080,0,0,0,0,0,0,0,0,2,2019-11-04,2019-11-18,14,252,0,,1001 to 10000,COMPUTER_SOFTWARE,0
3081,0,0,0,0,0,0,0,0,1,2020-02-10,2020-02-10,0,168,0,,1001 to 10000,COMPUTER_SOFTWARE,0
3083,23,1,1,0,2,1,1,0,2,2020-05-25,2020-06-22,28,35,25,16000001.0,1,,0
3084,1,0,0,0,1,0,0,0,2,2020-05-04,2020-05-11,7,77,1,16000001.0,2 to 5,,0
3085,2,0,0,0,1,0,0,0,1,2019-11-25,2019-11-25,0,245,2,16000001.0,,,0
3088,0,0,0,0,0,0,0,0,1,2020-07-06,2020-07-06,0,21,0,54411.0,11 to 25,PUBLISHING,0
3091,0,0,0,0,0,0,0,0,2,2020-05-25,2020-06-01,7,56,0,495620.0,201 to 1000,ELECTRICAL_ELECTRONIC_MANUFACTURING,0
3092,209,296,13,0,21,22,3,0,11,2019-10-14,2020-06-29,259,28,518,16000001.0,11 to 25,,0
3095,0,0,0,0,0,0,0,0,5,2020-02-17,2020-04-06,49,112,0,16000001.0,6 to 10,,0
3096,0,0,0,0,0,0,0,0,1,2020-05-04,2020-05-04,0,84,0,16000001.0,6 to 10,,0
3097,85,1,14,0,15,1,7,0,38,2019-07-15,2020-06-22,343,35,100,10261043.0,6 to 10,,0
3099,0,0,0,0,0,0,0,0,1,2019-10-14,2019-10-14,0,287,0,16000001.0,1,,0
3100,0,0,0,0,0,0,0,0,2,2019-10-28,2019-11-25,28,245,0,16000001.0,1,,0
3102,0,0,0,0,0,0,0,0,3,2019-02-11,2019-10-28,259,273,0,16000001.0,1,,0
3103,0,0,0,0,0,0,0,0,1,2020-06-29,2020-06-29,0,28,0,195319.0,1001 to 10000,Manufacturing,0
3104,0,0,0,0,0,0,0,0,1,2020-07-27,2020-07-27,0,0,0,16000001.0,2 to 5,,0
